iter	Passed	Remaining
1685	4205	3277
1686	4206	3274
1687	4208	3270
1688	4209	3267
1689	4210	3263
1690	4211	3260
1691	4213	3257
1692	4214	3253
1693	4216	3250
1694	4217	3246
1695	4218	3243
1696	4219	3239
1697	4220	3236
1698	4222	3233
1699	4223	3229
1700	4224	3226
1701	4226	3223
1702	4227	3219
1703	4228	3216
1704	4230	3213
1705	4232	3210
1706	4234	3207
1707	4235	3204
1708	4237	3201
1709	4239	3198
1710	4241	3195
1711	4243	3192
1712	4245	3189
1713	4246	3186
1714	4248	3183
1715	4249	3179
1716	4250	3176
1717	4252	3173
1718	4253	3169
1719	4255	3166
1720	4256	3163
1721	4257	3159
1722	4258	3156
1723	4260	3153
1724	4261	3150
1725	4263	3146
1726	4264	3143
1727	4265	3139
1728	4266	3136
1729	4267	3133
1730	4269	3130
1731	4271	3126
1732	4272	3123
1733	4273	3120
1734	4275	3117
1735	4279	3115
1736	4281	3113
1737	4283	3110
1738	4286	3108
1739	4288	3105
1740	4289	3101
1741	4291	3099
1742	4296	3098
1743	4299	3096
1744	4301	3093
1745	4304	3091
1746	4311	3092
1747	4313	3089
1748	4318	3088
1749	4319	3085
1750	4323	3083
1751	4326	3081
1752	4328	3079
1753	4331	3076
1754	4332	3073
1755	4333	3070
1756	4335	3067
1757	4338	3065
1758	4340	3062
1759	4342	3059
1760	4344	3056
1761	4347	3054
1762	4348	3051
1763	4350	3048
1764	4353	3046
1765	4355	3043
1766	4357	3040
1767	4360	3038
1768	4362	3035
1769	4363	3032
1770	4365	3029
1771	4367	3027
1772	4370	3024
1773	4372	3021
1774	4374	3018
1775	4376	3016
1776	4378	3013
1777	4379	3010
1778	4382	3007
1779	4384	3005
1780	4386	3002
1781	4389	3000
1782	4391	2997
1783	4393	2994
1784	4394	2991
1785	4397	2989
1786	4400	2986
1787	4402	2983
1788	4404	2981
1789	4407	2979
1790	4408	2976
1791	4411	2973
1792	4414	2971
1793	4416	2968
1794	4420	2967
1795	4422	2964
1796	4423	2961
1797	4425	2958
1798	4428	2956
1799	4430	2953
1800	4431	2950
1801	4434	2948
1802	4437	2946
1803	4439	2943
1804	4441	2940
1805	4444	2938
1806	4445	2935
1807	4448	2932
1808	4450	2930
1809	4453	2928
1810	4455	2925
1811	4458	2922
1812	4460	2920
1813	4461	2916
1814	4462	2913
1815	4465	2911
1816	4468	2909
1817	4470	2906
1818	4472	2903
1819	4475	2901
1820	4476	2898
1821	4479	2896
1822	4481	2893
1823	4484	2891
1824	4487	2888
1825	4489	2886
1826	4491	2883
1827	4492	2880
1828	4495	2878
1829	4497	2875
1830	4500	2873
1831	4503	2871
1832	4505	2868
1833	4507	2865
1834	4508	2862
1835	4511	2860
1836	4516	2859
1837	4519	2857
1838	4522	2855
1839	4526	2853
1840	4528	2851
1841	4530	2848
1842	4532	2845
1843	4533	2842
1844	4535	2839
1845	4536	2835
1846	4537	2832
1847	4539	2829
1848	4540	2826
1849	4541	2823
1850	4542	2819
1851	4544	2817
1852	4546	2814
1853	4549	2811
1854	4550	2809
1855	4552	2805
1856	4553	2802
1857	4555	2800
1858	4558	2797
1859	4559	2794
1860	4561	2791
1861	4564	2789
1862	4566	2786
1863	4567	2783
1864	4570	2781
1865	4572	2778
1866	4574	2776
1867	4575	2772
1868	4578	2770
1869	4580	2768
1870	4581	2764
1871	4583	2761
1872	4585	2759
1873	4587	2756
1874	4589	2753
1875	4591	2751
1876	4594	2748
1877	4595	2745
1878	4596	2742
1879	4599	2740
1880	4602	2737
1881	4604	2735
1882	4605	2732
1883	4608	2729
1884	4610	2727
1885	4611	2723
1886	4613	2721
1887	4615	2718
1888	4617	2716
1889	4619	2712
1890	4621	2710
1891	4624	2707
1892	4625	2704
1893	4626	2701
1894	4628	2698
1895	4631	2697
1896	4633	2694
1897	4634	2690
1898	4636	2687
1899	4637	2684
1900	4638	2681
1901	4640	2678
1902	4641	2675
1903	4643	2672
1904	4644	2669
1905	4645	2666
1906	4646	2663
1907	4648	2660
1908	4649	2657
1909	4650	2654
1910	4652	2650
1911	4653	2648
1912	4654	2644
1913	4655	2641
1914	4657	2638
1915	4658	2635
1916	4660	2632
1917	4661	2629
1918	4662	2626
1919	4664	2623
1920	4665	2620
1921	4666	2617
1922	4668	2614
1923	4669	2611
1924	4670	2608
1925	4671	2604
1926	4673	2602
1927	4674	2599
1928	4675	2595
1929	4676	2592
1930	4677	2589
1931	4679	2586
1932	4680	2583
1933	4681	2580
1934	4682	2577
1935	4684	2574
1936	4685	2571
1937	4686	2568
1938	4687	2565
1939	4688	2561
1940	4690	2558
1941	4691	2555
1942	4692	2552
1943	4693	2549
1944	4695	2546
1945	4696	2543
1946	4697	2540
1947	4699	2537
1948	4700	2534
1949	4701	2531
1950	4703	2528
1951	4704	2525
1952	4705	2522
1953	4706	2519
1954	4708	2516
1955	4709	2513
1956	4710	2510
1957	4711	2507
1958	4712	2504
1959	4713	2501
1960	4714	2498
1961	4717	2495
1962	4719	2493
1963	4721	2490
1964	4724	2488
1965	4727	2486
1966	4728	2483
1967	4729	2480
1968	4730	2476
1969	4731	2473
1970	4732	2470
1971	4734	2468
1972	4735	2465
1973	4737	2462
1974	4738	2459
1975	4739	2456
1976	4740	2453
1977	4742	2450
1978	4744	2447
1979	4745	2444
1980	4746	2441
1981	4748	2438
1982	4749	2435
1983	4750	2432
1984	4751	2429
1985	4752	2426
1986	4754	2423
1987	4755	2420
1988	4757	2417
1989	4758	2414
1990	4759	2412
1991	4761	2409
1992	4762	2406
1993	4763	2403
1994	4764	2400
1995	4766	2397
1996	4767	2394
1997	4768	2391
1998	4769	2388
1999	4770	2385
2000	4771	2382
2001	4773	2379
2002	4774	2376
2003	4775	2373
2004	4777	2370
2005	4778	2367
2006	4779	2364
2007	4781	2362
2008	4782	2359
2009	4783	2356
2010	4784	2353
2011	4786	2350
2012	4787	2347
2013	4789	2344
2014	4790	2341
2015	4791	2338
2016	4792	2335
2017	4794	2332
2018	4795	2330
2019	4796	2327
2020	4797	2324
2021	4799	2321
2022	4800	2318
2023	4801	2315
2024	4802	2312
2025	4803	2309
2026	4804	2306
2027	4806	2303
2028	4807	2300
2029	4808	2297
2030	4809	2294
2031	4811	2291
2032	4812	2289
2033	4813	2286
2034	4815	2283
2035	4816	2280
2036	4817	2277
2037	4818	2274
2038	4820	2271
2039	4821	2268
2040	4822	2265
2041	4824	2263
2042	4825	2260
2043	4826	2257
2044	4827	2254
2045	4828	2251
2046	4829	2248
2047	4831	2245
2048	4832	2242
2049	4833	2239
2050	4834	2237
2051	4836	2234
2052	4837	2231
2053	4839	2228
2054	4840	2225
2055	4841	2223
2056	4842	2220
2057	4844	2217
2058	4845	2214
2059	4846	2211
2060	4848	2208
2061	4850	2206
2062	4851	2203
2063	4852	2200
2064	4853	2197
2065	4854	2194
2066	4856	2191
2067	4857	2189
2068	4859	2186
2069	4860	2183
2070	4861	2180
2071	4863	2178
2072	4865	2175
2073	4866	2172
2074	4867	2169
2075	4868	2166
2076	4870	2164
2077	4871	2161
2078	4872	2158
2079	4874	2155
2080	4875	2153
2081	4877	2150
2082	4879	2148
2083	4881	2145
2084	4882	2142
2085	4883	2139
2086	4885	2137
2087	4887	2134
2088	4889	2132
2089	4890	2129
2090	4891	2126
2091	4894	2124
2092	4896	2121
2093	4899	2119
2094	4901	2117
2095	4909	2117
2096	4912	2115
2097	4914	2113
2098	4917	2110
2099	4919	2108
2100	4921	2105
2101	4925	2104
2102	4927	2101
2103	4929	2099
2104	4936	2098
2105	4943	2098
2106	4947	2096
2107	4949	2094
2108	4952	2092
2109	4955	2090
2110	4962	2089
2111	4964	2087
2112	4971	2086
2113	4977	2086
2114	4979	2083
2115	4986	2083
2116	4992	2082
2117	4994	2079
2118	4995	2076
2119	5003	2077
2120	5012	2077
2121	5016	2075
2122	5019	2073
2123	5025	2072
2124	5027	2070
2125	5040	2072
2126	5042	2069
2127	5046	2067
2128	5049	2065
2129	5051	2063
2130	5058	2062
2131	5062	2060
2132	5065	2059
2133	5069	2057
2134	5071	2054
2135	5072	2051
2136	5074	2049
2137	5078	2047
2138	5082	2045
2139	5086	2044
2140	5088	2041
2141	5092	2039
2142	5095	2037
2143	5096	2034
2144	5097	2032
2145	5100	2029
2146	5102	2027
2147	5103	2024
2148	5105	2021
2149	5108	2019
2150	5110	2017
2151	5119	2017
2152	5121	2014
2153	5124	2012
2154	5125	2009
2155	5128	2007
2156	5131	2005
2157	5134	2003
2158	5139	2001
2159	5145	2000
2160	5149	1999
2161	5153	1997
2162	5155	1995
2163	5158	1992
2164	5167	1993
2165	5170	1991
2166	5176	1989
2167	5181	1988
2168	5182	1985
2169	5183	1982
2170	5185	1980
2171	5191	1979
2172	5194	1976
2173	5196	1974
2174	5198	1971
2175	5199	1968
2176	5200	1966
2177	5203	1963
2178	5206	1961
2179	5208	1959
2180	5210	1956
2181	5212	1954
2182	5213	1951
2183	5215	1948
2184	5217	1945
2185	5221	1944
2186	5224	1942
2187	5226	1939
2188	5227	1936
2189	5228	1933
2190	5229	1931
2191	5232	1928
2192	5235	1926
2193	5237	1924
2194	5239	1921
2195	5241	1918
2196	5243	1916
2197	5244	1913
2198	5245	1910
2199	5247	1908
2200	5249	1905
2201	5252	1903
2202	5254	1900
2203	5256	1898
2204	5258	1895
2205	5259	1892
2206	5260	1890
2207	5262	1887
2208	5265	1885
2209	5267	1883
2210	5269	1880
2211	5271	1878
2212	5273	1875
2213	5274	1872
2214	5275	1869
2215	5277	1867
2216	5280	1864
2217	5282	1862
2218	5285	1860
2219	5286	1857
2220	5288	1854
2221	5289	1852
2222	5290	1849
2223	5292	1846
2224	5297	1845
2225	5299	1842
2226	5300	1839
2227	5302	1837
2228	5304	1834
2229	5305	1831
2230	5306	1829
2231	5308	1826
2232	5311	1824
2233	5313	1821
2234	5316	1819
2235	5318	1817
2236	5319	1814
2237	5320	1811
2238	5321	1808
2239	5322	1806
2240	5324	1803
2241	5328	1801
2242	5330	1799
2243	5332	1796
2244	5333	1793
2245	5335	1791
2246	5338	1788
2247	5343	1787
2248	5344	1784
2249	5347	1782
2250	5349	1780
2251	5353	1778
2252	5360	1777
2253	5364	1775
2254	5366	1772
2255	5367	1770
2256	5369	1767
2257	5373	1765
2258	5377	1764
2259	5379	1761
2260	5380	1758
2261	5382	1756
2262	5384	1753
2263	5386	1751
2264	5390	1749
2265	5392	1746
2266	5394	1744
2267	5395	1741
2268	5396	1738
2269	5397	1735
2270	5399	1733
2271	5401	1730
2272	5405	1728
2273	5407	1726
2274	5409	1724
2275	5411	1721
2276	5412	1718
2277	5413	1715
2278	5415	1713
2279	5417	1710
2280	5420	1708
2281	5422	1706
2282	5424	1703
2283	5426	1701
2284	5427	1698
2285	5429	1695
2286	5430	1692
2287	5432	1690
2288	5436	1688
2289	5438	1686
2290	5440	1683
2291	5442	1681
2292	5443	1678
2293	5444	1675
2294	5446	1673
2295	5448	1670
2296	5451	1668
2297	5453	1665
2298	5455	1663
2299	5456	1660
2300	5458	1658
2301	5459	1655
2302	5461	1652
2303	5462	1650
2304	5467	1648
2305	5469	1646
2306	5471	1643
2307	5472	1640
2308	5474	1638
2309	5475	1635
2310	5477	1632
2311	5479	1630
2312	5482	1628
2313	5484	1625
2314	5486	1623
2315	5488	1620
2316	5489	1618
2317	5491	1615
2318	5492	1613
2319	5494	1610
2320	5498	1608
2321	5503	1606
2322	5504	1604
2323	5505	1601
2324	5507	1598
2325	5508	1596
2326	5511	1593
2327	5513	1591
2328	5514	1588
2329	5515	1586
2330	5518	1583
2331	5520	1581
2332	5522	1578
2333	5524	1576
2334	5526	1574
2335	5528	1571
2336	5530	1569
2337	5534	1566
2338	5535	1564
2339	5536	1561
2340	5537	1558
2341	5541	1557
2342	5544	1554
2343	5549	1553
2344	5550	1550
2345	5557	1549
2346	5562	1547
2347	5564	1545
2348	5566	1542
2349	5567	1540
2350	5569	1537
2351	5571	1535
2352	5574	1532
2353	5579	1531
2354	5580	1528
2355	5581	1525
2356	5582	1523
2357	5585	1520
2358	5587	1518
2359	5589	1515
2360	5591	1513
2361	5594	1511
2362	5596	1508
2363	5597	1506
2364	5600	1503
2365	5603	1501
2366	5605	1498
2367	5606	1496
2368	5608	1493
2369	5610	1491
2370	5612	1488
2371	5614	1486
2372	5616	1483
2373	5618	1481
2374	5620	1479
2375	5622	1476
2376	5625	1474
2377	5627	1471
2378	5628	1469
2379	5630	1466
2380	5633	1464
2381	5635	1462
2382	5637	1459
2383	5639	1457
2384	5641	1454
2385	5642	1451
2386	5644	1449
2387	5646	1447
2388	5648	1444
2389	5650	1442
2390	5651	1439
2391	5654	1437
2392	5656	1434
2393	5657	1432
2394	5659	1429
2395	5662	1427
2396	5665	1425
2397	5667	1422
2398	5669	1420
2399	5671	1417
2400	5672	1415
2401	5674	1412
2402	5677	1410
2403	5679	1408
2404	5680	1405
2405	5683	1403
2406	5685	1400
2407	5687	1398
2408	5688	1395
2409	5691	1393
2410	5693	1390
2411	5695	1388
2412	5696	1385
2413	5699	1383
2414	5701	1381
2415	5702	1378
2416	5704	1375
2417	5706	1373
2418	5709	1371
2419	5711	1368
2420	5713	1366
2421	5716	1364
2422	5718	1361
2423	5720	1359
2424	5722	1356
2425	5724	1354
2426	5726	1351
2427	5728	1349
2428	5730	1347
2429	5732	1344
2430	5733	1342
2431	5736	1339
2432	5738	1337
2433	5740	1334
2434	5742	1332
2435	5745	1330
2436	5747	1327
2437	5748	1325
2438	5751	1322
2439	5753	1320
2440	5755	1317
2441	5758	1315
2442	5761	1313
2443	5763	1311
2444	5766	1308
2445	5769	1306
2446	5777	1305
2447	5782	1303
2448	5784	1301
2449	5785	1298
2450	5787	1296
2451	5789	1293
2452	5792	1291
2453	5793	1289
2454	5795	1286
2455	5797	1284
2456	5798	1281
2457	5799	1278
2458	5800	1276
2459	5801	1273
2460	5803	1271
2461	5804	1268
2462	5806	1265
2463	5807	1263
2464	5808	1260
2465	5809	1258
2466	5811	1255
2467	5812	1252
2468	5813	1250
2469	5814	1247
2470	5815	1245
2471	5817	1242
2472	5818	1239
2473	5819	1237
2474	5821	1234
2475	5822	1232
2476	5823	1229
2477	5824	1226
2478	5825	1224
2479	5827	1221
2480	5828	1219
2481	5829	1216
2482	5830	1214
2483	5831	1211
2484	5832	1208
2485	5834	1206
2486	5835	1203
2487	5836	1201
2488	5838	1198
2489	5839	1195
2490	5840	1193
2491	5842	1190
2492	5843	1188
2493	5844	1185
2494	5845	1183
2495	5846	1180
2496	5847	1177
2497	5848	1175
2498	5849	1172
2499	5851	1170
2500	5852	1167
2501	5853	1165
2502	5855	1162
2503	5856	1160
2504	5857	1157
2505	5858	1154
2506	5859	1152
2507	5861	1149
2508	5862	1147
2509	5863	1144
2510	5864	1142
2511	5866	1139
2512	5867	1137
2513	5868	1134
2514	5869	1131
2515	5871	1129
2516	5872	1126
2517	5873	1124
2518	5874	1121
2519	5875	1119
2520	5876	1116
2521	5878	1114
2522	5879	1111
2523	5880	1109
2524	5881	1106
2525	5883	1103
2526	5884	1101
2527	5885	1098
2528	5886	1096
2529	5887	1093
2530	5888	1091
2531	5890	1088
2532	5891	1086
2533	5892	1083
2534	5893	1081
2535	5894	1078
2536	5895	1075
2537	5897	1073
2538	5898	1070
2539	5899	1068
2540	5900	1065
2541	5902	1063
2542	5903	1060
2543	5904	1058
2544	5906	1055
2545	5907	1053
2546	5908	1050
2547	5909	1048
2548	5910	1045
2549	5911	1043
2550	5912	1040
2551	5914	1038
2552	5915	1035
2553	5916	1033
2554	5917	1030
2555	5918	1028
2556	5920	1025
2557	5921	1023
2558	5922	1020
2559	5923	1018
2560	5924	1015
2561	5926	1013
2562	5927	1010
2563	5929	1008
2564	5930	1005
2565	5931	1003
2566	5932	1000
2567	5934	998
2568	5935	995
2569	5936	993
2570	5937	990
2571	5939	988
2572	5940	985
2573	5941	983
2574	5942	980
2575	5944	978
2576	5945	975
2577	5946	973
2578	5947	970
2579	5948	968
2580	5950	965
2581	5951	963
2582	5953	961
2583	5954	958
2584	5955	956
2585	5956	953
2586	5957	951
2587	5959	948
2588	5960	946
2589	5961	943
2590	5962	941
2591	5964	938
2592	5966	936
2593	5967	933
2594	5968	931
2595	5969	928
2596	5970	926
2597	5971	924
2598	5973	921
2599	5975	919
2600	5977	916
2601	5979	914
2602	5981	912
2603	5982	909
2604	5984	907
2605	5988	905
2606	5991	903
2607	5992	900
2608	5993	898
2609	5995	895
2610	5997	893
2611	5998	891
2612	6000	888
2613	6002	886
2614	6003	883
2615	6005	881
2616	6008	879
2617	6009	876
2618	6010	874
2619	6012	872
2620	6013	869
2621	6015	867
2622	6016	864
2623	6017	862
2624	6018	859
2625	6020	857
2626	6022	855
2627	6025	852
2628	6027	850
2629	6029	848
2630	6031	845
2631	6033	843
2632	6034	841
2633	6037	838
2634	6040	836
2635	6041	834
2636	6043	831
2637	6046	829
2638	6047	827
2639	6049	824
2640	6050	822
2641	6053	820
2642	6055	817
2643	6057	815
2644	6059	813
2645	6062	811
2646	6063	808
2647	6065	806
2648	6068	804
2649	6069	801
2650	6071	799
2651	6074	797
2652	6076	794
2653	6078	792
2654	6079	789
2655	6082	787
2656	6084	785
2657	6085	783
2658	6087	780
2659	6090	778
2660	6092	776
2661	6094	773
2662	6096	771
2663	6098	769
2664	6100	766
2665	6102	764
2666	6105	762
2667	6107	759
2668	6108	757
2669	6110	755
2670	6112	752
2671	6114	750
2672	6116	748
2673	6120	746
2674	6122	743
2675	6123	741
2676	6126	739
2677	6128	736
2678	6130	734
2679	6131	732
2680	6133	729
2681	6136	727
2682	6137	725
2683	6139	722
2684	6142	720
2685	6143	718
2686	6144	715
2687	6146	713
2688	6149	711
2689	6151	708
2690	6153	706
2691	6155	704
2692	6156	701
2693	6157	699
2694	6158	697
2695	6160	694
2696	6161	692
2697	6165	690
2698	6168	687
2699	6172	685
2700	6174	683
2701	6176	681
2702	6179	678
2703	6184	677
2704	6187	674
2705	6191	672
2706	6196	670
2707	6198	668
2708	6199	665
2709	6202	663
2710	6204	661
2711	6206	659
2712	6207	656
2713	6210	654
2714	6214	652
2715	6217	650
2716	6218	647
2717	6220	645
2718	6221	642
2719	6223	640
2720	6225	638
2721	6227	636
2722	6230	633
2723	6232	631
2724	6234	629
2725	6235	626
2726	6236	624
2727	6239	622
2728	6242	619
2729	6243	617
2730	6246	615
2731	6248	612
2732	6250	610
2733	6251	608
2734	6253	605
2735	6255	603
2736	6257	601
2737	6259	598
2738	6261	596
2739	6263	594
2740	6265	591
2741	6266	589
2742	6268	587
2743	6271	585
2744	6273	582
2745	6275	580
2746	6277	578
2747	6279	575
2748	6280	573
2749	6281	571
2750	6283	568
2751	6285	566
2752	6287	564
2753	6288	561
2754	6290	559
2755	6292	557
2756	6294	554
2757	6295	552
2758	6297	550
2759	6299	547
2760	6301	545
2761	6303	543
2762	6305	540
2763	6308	538
2764	6309	536
2765	6310	533
2766	6312	531
2767	6314	529
2768	6316	526
2769	6317	524
2770	6318	522
2771	6321	519
2772	6322	517
2773	6324	515
2774	6325	512
2775	6327	510
2776	6330	508
2777	6331	505
2778	6333	503
2779	6335	501
2780	6338	499
2781	6339	496
2782	6340	494
2783	6342	492
2784	6345	489
2785	6346	487
2786	6347	485
2787	6348	482
2788	6351	480
2789	6353	478
2790	6354	475
2791	6355	473
2792	6357	471
2793	6360	468
2794	6363	466
2795	6367	464
2796	6369	462
2797	6372	460
2798	6374	457
2799	6382	455
2800	6385	453
2801	6388	451
2802	6390	449
2803	6392	446
2804	6395	444
2805	6399	442
2806	6401	440
2807	6403	437
2808	6405	435
2809	6406	433
2810	6409	430
2811	6411	428
2812	6413	426
2813	6415	424
2814	6419	421
2815	6421	419
2816	6422	417
2817	6426	415
2818	6428	412
2819	6429	410
2820	6432	408
2821	6434	405
2822	6435	403
2823	6437	401
2824	6440	398
2825	6442	396
2826	6443	394
2827	6446	392
2828	6448	389
2829	6450	387
2830	6452	385
2831	6455	382
2832	6457	380
2833	6459	378
2834	6461	376
2835	6463	373
2836	6465	371
2837	6466	369
2838	6467	366
2839	6469	364
2840	6470	362
2841	6472	359
2842	6473	357
2843	6475	355
2844	6476	352
2845	6477	350
2846	6479	348
2847	6480	345
2848	6481	343
2849	6483	341
2850	6484	338
2851	6486	336
2852	6487	334
2853	6489	331
2854	6490	329
2855	6492	327
2856	6493	325
2857	6494	322
2858	6495	320
2859	6496	318
2860	6498	315
2861	6499	313
2862	6500	311
2863	6501	308
2864	6502	306
2865	6504	304
2866	6505	301
2867	6507	299
2868	6508	297
2869	6509	294
2870	6510	292
2871	6512	290
2872	6513	287
2873	6514	285
2874	6515	283
2875	6517	280
2876	6518	278
2877	6520	276
2878	6523	274
2879	6524	271
2880	6525	269
2881	6528	267
2882	6531	265
2883	6532	262
2884	6533	260
2885	6536	258
2886	6538	255
2887	6540	253
2888	6541	251
2889	6544	249
2890	6546	246
2891	6547	244
2892	6549	242
2893	6552	239
2894	6554	237
2895	6555	235
2896	6556	233
2897	6559	230
2898	6561	228
2899	6563	226
2900	6565	224
2901	6567	221
2902	6569	219
2903	6571	217
2904	6574	215
2905	6576	212
2906	6579	210
2907	6582	208
2908	6583	205
2909	6584	203
2910	6588	201
2911	6596	199
2912	6599	197
2913	6600	194
2914	6602	192
2915	6605	190
2916	6606	187
2917	6608	185
2918	6611	183
2919	6612	181
2920	6614	178
2921	6615	176
2922	6618	174
2923	6620	172
2924	6622	169
2925	6623	167
2926	6625	165
2927	6626	162
2928	6627	160
2929	6628	158
2930	6629	156
2931	6631	153
2932	6634	151
2933	6636	149
2934	6637	147
2935	6639	144
2936	6642	142
2937	6643	140
2938	6645	137
2939	6647	135
2940	6649	133
2941	6651	131
2942	6652	128
2943	6654	126
2944	6657	124
2945	6659	122
2946	6660	119
2947	6662	117
2948	6664	115
2949	6666	112
2950	6667	110
2951	6669	108
2952	6672	106
2953	6673	103
2954	6675	101
2955	6676	99
2956	6678	97
2957	6681	94
2958	6682	92
2959	6684	90
2960	6686	88
2961	6688	85
2962	6689	83
2963	6691	81
2964	6693	79
2965	6695	76
2966	6697	74
2967	6698	72
2968	6701	69
2969	6703	67
2970	6704	65
2971	6706	63
2972	6708	60
2973	6711	58
2974	6712	56
2975	6715	54
2976	6717	51
2977	6719	49
2978	6720	47
2979	6722	45
2980	6725	42
2981	6727	40
2982	6729	38
2983	6732	36
2984	6733	33
2985	6735	31
2986	6737	29
2987	6740	27
2988	6742	24
2989	6745	22
2990	6748	20
2991	6750	18
2992	6756	15
2993	6759	13
2994	6763	11
2995	6766	9
2996	6769	6
2997	6772	4
2998	6777	2
2999	6781	0
